Site Name,University,Full Name,Award Year,Dissertation Title,City,State,Country
National Archives of Trinidad and Tobago,Duke University,Anne Phillips,2011,"Adulterous Wives and Murderous Husbands: Governance, Gendered Violence, and East Indian Indentureship in the British Atlantic, 1858 - 1917",Port of Spain,,Trinidad and Tobago
Walter Rodney National Archives,Duke University,Anne Phillips,2011,"Adulterous Wives and Murderous Husbands: Governance, Gendered Violence, and East Indian Indentureship in the British Atlantic, 1858 - 1917",Georgetown,,Guyana
Benaki Museum,"University of California, Los Angeles",Naomi Pitamber,2011,Re-Placing Byzantium: Laskarid Urban Environments and the Landscape of Loss (1204-1261),Athens,,Greece
Bursa-Iznik Museum,"University of California, Los Angeles",Naomi Pitamber,2011,Re-Placing Byzantium: Laskarid Urban Environments and the Landscape of Loss (1204-1261),Iznik and Bursa,,Turkey
Chios Archaeology Museum,"University of California, Los Angeles",Naomi Pitamber,2011,Re-Placing Byzantium: Laskarid Urban Environments and the Landscape of Loss (1204-1261),Chios,,Greece
Gennadius Library,"University of California, Los Angeles",Naomi Pitamber,2011,Re-Placing Byzantium: Laskarid Urban Environments and the Landscape of Loss (1204-1261),Athens,,Greece
Izmir Archaeology Museum,"University of California, Los Angeles",Naomi Pitamber,2011,Re-Placing Byzantium: Laskarid Urban Environments and the Landscape of Loss (1204-1261),Izmir,,Turkey
"Izmir, Ehpesos Museum","University of California, Los Angeles",Naomi Pitamber,2011,Re-Placing Byzantium: Laskarid Urban Environments and the Landscape of Loss (1204-1261),Ephesos,,Turkey
The Byzantine and Christian Museum,"University of California, Los Angeles",Naomi Pitamber,2011,Re-Placing Byzantium: Laskarid Urban Environments and the Landscape of Loss (1204-1261),Athens,,Greece
"University of California, Los Angeles","University of California, Los Angeles",Naomi Pitamber,2011,Re-Placing Byzantium: Laskarid Urban Environments and the Landscape of Loss (1204-1261),Los Angeles,CA,USA
Cinemateca Brasileira,Emory University,Lena Suk,2011,"Girls' Night Out: Women, Movie-going, and Urbanism in Sao Paulo, Brazil, 1920-1960",Sao Paulo,,Brazil
"Biblioteca Judeţeana ""Gheorge Sincai"" Bihor",University of Pittsburgh,Roland Clark,2010,The Legion of the Archangel Michael: Building a Fascist Community in Interwar Romania,Oradea,,Romania
Muzeul Naţional Cotroceni,University of Pittsburgh,Roland Clark,2010,The Legion of the Archangel Michael: Building a Fascist Community in Interwar Romania,Bucharest,,Romania
Romanian Military Archives,University of Pittsburgh,Roland Clark,2010,The Legion of the Archangel Michael: Building a Fascist Community in Interwar Romania,Bucharest,,Romania
Romanian State Archives,University of Pittsburgh,Roland Clark,2010,The Legion of the Archangel Michael: Building a Fascist Community in Interwar Romania,Bucharest,,Romania
Romanian State Archives,University of Pittsburgh,Roland Clark,2010,The Legion of the Archangel Michael: Building a Fascist Community in Interwar Romania,Cluj-Napoca,,Romania
Romanian State Archives,University of Pittsburgh,Roland Clark,2010,The Legion of the Archangel Michael: Building a Fascist Community in Interwar Romania,Iaşi,,Romania
Romanian State Archives,University of Pittsburgh,Roland Clark,2010,The Legion of the Archangel Michael: Building a Fascist Community in Interwar Romania,Oradea,,Romania
Abenaki Tribal Museum,Yale University,Christine DeLucia,2010,The Memory Frontier: Making Past and Place in the Northeast after King Philip's War,Swanton,VT,USA
Archives at Canadian Museum of Civilization,Yale University,Christine DeLucia,2010,The Memory Frontier: Making Past and Place in the Northeast after King Philip's War,Ottawa,ON,Canada
Archives du Séminaire de Nicolet,Yale University,Christine DeLucia,2010,The Memory Frontier: Making Past and Place in the Northeast after King Philip's War,Nicolet,QC,Canada
Bermuda Archives,Yale University,Christine DeLucia,2010,The Memory Frontier: Making Past and Place in the Northeast after King Philip's War,Hamilton,,Bermuda
Colonial Pemaquid Archives,Yale University,Christine DeLucia,2010,The Memory Frontier: Making Past and Place in the Northeast after King Philip's War,Pemaquid Point,ME,USA
Conway Public Library History Room,Yale University,Christine DeLucia,2010,The Memory Frontier: Making Past and Place in the Northeast after King Philip's War,Conway,NH,USA
Dover Public Library,Yale University,Christine DeLucia,2010,The Memory Frontier: Making Past and Place in the Northeast after King Philip's War,Dover,NH,USA
Maine State Library and Archives,Yale University,Christine DeLucia,2010,The Memory Frontier: Making Past and Place in the Northeast after King Philip's War,Augusta,ME,USA
Mashantucket Pequot Research Center,Yale University,Christine DeLucia,2010,The Memory Frontier: Making Past and Place in the Northeast after King Philip's War,Mashantucket Pequot Tribal Nation,CT,USA
Middlebury College Archives and Special Collections,Yale University,Christine DeLucia,2010,The Memory Frontier: Making Past and Place in the Northeast after King Philip's War,Middlebury,VT,USA
Mississquoi National Wildlife Refuge,Yale University,Christine DeLucia,2010,The Memory Frontier: Making Past and Place in the Northeast after King Philip's War,Swanton,VT,USA
Natick Historical Society Library,Yale University,Christine DeLucia,2010,The Memory Frontier: Making Past and Place in the Northeast after King Philip's War,Natick,MA,USA
National Archives/Public Record Office,Yale University,Christine DeLucia,2010,The Memory Frontier: Making Past and Place in the Northeast after King Philip's War,London,,United Kingdom
National Library and Archives of Canada,Yale University,Christine DeLucia,2010,The Memory Frontier: Making Past and Place in the Northeast after King Philip's War,Ottawa,ON,Canada
New Hampshire State Library,Yale University,Christine DeLucia,2010,The Memory Frontier: Making Past and Place in the Northeast after King Philip's War,Concord,NH,USA
Scarborough/Black Point Historical Society,Yale University,Christine DeLucia,2010,The Memory Frontier: Making Past and Place in the Northeast after King Philip's War,Scarborough,ME,USA
Scarborough/Black Point Public Library,Yale University,Christine DeLucia,2010,The Memory Frontier: Making Past and Place in the Northeast after King Philip's War,Scarborough,ME,USA
Swanton Historical Society,Yale University,Christine DeLucia,2010,The Memory Frontier: Making Past and Place in the Northeast after King Philip's War,Swanton,VT,USA
Bodleian Library,Yale University,Amy Dunagin,2010,The Reformation in Song: Sacred Musical Style and Competing Visions of Anglicanism in Elizabethan England,Oxford,,United Kingdom
Borthwich Institute for Historical Research,Yale University,Amy Dunagin,2010,The Reformation in Song: Sacred Musical Style and Competing Visions of Anglicanism in Elizabethan England,York,,United Kingdom
Cheshire County Record Office,Yale University,Amy Dunagin,2010,The Reformation in Song: Sacred Musical Style and Competing Visions of Anglicanism in Elizabethan England,Chester,,United Kingdom
Christ Church Library,Yale University,Amy Dunagin,2010,The Reformation in Song: Sacred Musical Style and Competing Visions of Anglicanism in Elizabethan England,Oxford,,United Kingdom
Devon and North Devon Record Office,Yale University,Amy Dunagin,2010,The Reformation in Song: Sacred Musical Style and Competing Visions of Anglicanism in Elizabethan England,Exeter,,United Kingdom
Dorset Record Office,Yale University,Amy Dunagin,2010,The Reformation in Song: Sacred Musical Style and Competing Visions of Anglicanism in Elizabethan England,Dorchester,,United Kingdom
Guildhall Library Manuscripts,Yale University,Amy Dunagin,2010,The Reformation in Song: Sacred Musical Style and Competing Visions of Anglicanism in Elizabethan England,London,,United Kingdom
Lambeth Palace Library,Yale University,Amy Dunagin,2010,The Reformation in Song: Sacred Musical Style and Competing Visions of Anglicanism in Elizabethan England,London,,United Kingdom
National Archives,Yale University,Amy Dunagin,2010,The Reformation in Song: Sacred Musical Style and Competing Visions of Anglicanism in Elizabethan England,Richmond,,United Kingdom
Norfolk Record Office,Yale University,Amy Dunagin,2010,The Reformation in Song: Sacred Musical Style and Competing Visions of Anglicanism in Elizabethan England,Norwich,,United Kingdom
Shropshire County Record Office,Yale University,Amy Dunagin,2010,The Reformation in Song: Sacred Musical Style and Competing Visions of Anglicanism in Elizabethan England,Shrewsbury,,United Kingdom
St. MichaelÍs College Library,Yale University,Amy Dunagin,2010,The Reformation in Song: Sacred Musical Style and Competing Visions of Anglicanism in Elizabethan England,Tenbury,,United Kingdom
Suffolk Record Office,Yale University,Amy Dunagin,2010,The Reformation in Song: Sacred Musical Style and Competing Visions of Anglicanism in Elizabethan England,"Bury St. Edmunds, Ipswich, Lowestoft",,United Kingdom
American University of Beirut Library and Digital Documentation Center,University of Chicago,Rohit Goel,2010,War and Peace in Lebanon,Beirut,,Lebanon
Arab Image Foundation,University of Chicago,Rohit Goel,2010,War and Peace in Lebanon,Beirut,,Lebanon
Ashkal Alwan: The Lebanese Association for Plastic Arts,University of Chicago,Rohit Goel,2010,War and Peace in Lebanon,Beirut,,Lebanon
Beirut Art Center,University of Chicago,Rohit Goel,2010,War and Peace in Lebanon,Beirut,,Lebanon
UMAM-Documentation and Research Center,University of Chicago,Rohit Goel,2010,War and Peace in Lebanon,Beirut,,Lebanon
Archivi dell’arcidiocesi di Bari-Bitonto,University of Michigan,Benjamin Graham,2010,Burning Demand for Olive Oil: the Olive Tree and its Environment in Early Medieval Italy,Bari,,Italy
Archivio di Stato di Palermo,University of Michigan,Benjamin Graham,2010,Burning Demand for Olive Oil: the Olive Tree and its Environment in Early Medieval Italy,Palermo,,Italy
Archivio Storico Arcivescovile di Ravenna,University of Michigan,Benjamin Graham,2010,Burning Demand for Olive Oil: the Olive Tree and its Environment in Early Medieval Italy,Ravenna,,Italy
Archivum Secretum Apostolicum Vaticanum,University of Michigan,Benjamin Graham,2010,Burning Demand for Olive Oil: the Olive Tree and its Environment in Early Medieval Italy,Rome,,Italy
Biblioteca nazionale centrale di Roma,University of Michigan,Benjamin Graham,2010,Burning Demand for Olive Oil: the Olive Tree and its Environment in Early Medieval Italy,Rome,,Italy
Archiv des Deutschen Museums (Archive of the German Museum),Harvard University,Philipp Lehmann,2010,"The German Encounter with the Desert, 1800-1950: A History of Exploration, Colonization, and Transformation",Munich,,Germany
Bundesarchiv (Federal Archive),Harvard University,Philipp Lehmann,2010,"The German Encounter with the Desert, 1800-1950: A History of Exploration, Colonization, and Transformation",Berlin,,Germany
Geheimes Staatsarchiv (Secret State Archive),Harvard University,Philipp Lehmann,2010,"The German Encounter with the Desert, 1800-1950: A History of Exploration, Colonization, and Transformation",Berlin,,Germany
National Archives,Harvard University,Philipp Lehmann,2010,"The German Encounter with the Desert, 1800-1950: A History of Exploration, Colonization, and Transformation",Windhoek,,Namibia
Argentine Society of Authors and Composers (SADAIC),"University of California, Berkeley",Pablo Palomino,2010,"Transnational Musical Networks in Latin America, 1910-1950.",Buenos Aires,,Argentina
Curt Lange Archive,"University of California, Berkeley",Pablo Palomino,2010,"Transnational Musical Networks in Latin America, 1910-1950.",Belo Horizonte,,Brazil
Fonoteca Tangovía,"University of California, Berkeley",Pablo Palomino,2010,"Transnational Musical Networks in Latin America, 1910-1950.",Buenos Aires,,Argentina
Museum of Image and Sound (Museu da Imagem e do Som),"University of California, Berkeley",Pablo Palomino,2010,"Transnational Musical Networks in Latin America, 1910-1950.",Buenos Aires,,Argentina
National Center of Musical Documentation and Research “Carlos Chávez” (CENIDIM),"University of California, Berkeley",Pablo Palomino,2010,"Transnational Musical Networks in Latin America, 1910-1950.",Mexico City,,Mexico
National Institute of Musicology,"University of California, Berkeley",Pablo Palomino,2010,"Transnational Musical Networks in Latin America, 1910-1950.",Buenos Aires,,Argentina
Secretariat of Public Education (SEP),"University of California, Berkeley",Pablo Palomino,2010,"Transnational Musical Networks in Latin America, 1910-1950.",Mexico City,,Mexico
